,0,type,content,3,4,5,6,7,8,9,10,11,12,13
862,166.json,0,john mccain right one . line-item veto best tool presid rein excess spend .,federal-budget,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,an interview on CNBC.
863,7329.json,0,"<num> fbi refer <num> case peopl fail background check tri buy gun anoth feder agenc , u.s. attorney ultim prosecut <num> .","crime,criminal-justice,government-regulation,guns",mayors-against-illegal-guns,,,organization,0,0,3,0,0,a website post
864,13385.json,1,say barack obama first presid modern histori singl year <num> percent growth .,economy,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a campaign speech
865,7827.json,0,half hospit senior suffer malnutrit sever either caus ill prevent get better .,"health-care,hunger,poverty",meals-wheels-rhode-island,,Rhode Island,organization,1,0,0,0,0,a fundraising letter
866,11670.json,0,"conserv leadership , congress reduc feder deficit <num> percent near $ <num> billion .","congress,deficit,economy,federal-budget",american-action-network,,,republican,1,0,0,0,1,a newspaper ad
867,13029.json,0,say patrick murphi never work cpa never small busi owner .,candidates-biography,national-republican-senatorial-committee,,,republican,11,5,7,2,5,a TV ad
868,9937.json,1,<num> wall street gave scott brown campaign contribut candid -- $ <num> million .,"campaign-finance,financial-regulation,message-machine-2014",jeanne-shaheen,Senator,New Hampshire,democrat,3,0,4,2,0,a radio ad
869,2811.json,1,$ <num> billion would ad deficit keep cut peopl highest incom .,"federal-budget,taxes",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,n Op/Ed in The Financial Times
870,6333.json,0,look everi month mani new jerseyan back work . anoth <num> last month back work almost <num> back work sinc becam governor .,jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference
871,5124.json,0,say newt gingrich co-sponsor bill nanci pelosi would given $ <num> million year u.n. program support china brutal one-child polici .,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012",restore-our-future,super PAC,,republican,1,0,3,1,2,a television ad
872,66.json,1,poor peopl go `` payday lender ... pay <num> <num> <num> percent interest . '',poverty,john-edwards,former senator,North Carolina,democrat,0,2,4,4,1,"a speech in Americus, Ga."
873,5403.json,1,"state consid sunset advisori commiss ; feder govern abil , .","state-budget,state-finances",bruce-starr,State senator,Oregon,republican,0,1,0,1,0,a floor speech
874,9437.json,0,"wisconsin law , anyon know anyth john doe secret crimin investig cant talk .","campaign-finance,county-government,crime,criminal-justice,elections",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a TV interview
875,235.json,1,... follow world war ii war crime trial conven . japanes tri convict hung war crime commit american pow . among charg convict waterboard .,history,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a campaign event in St. Petersburg
876,793.json,0,"econom crisi , `` biggest problem whole process deregul financi system . ''",economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Nashville, Tenn."
877,11080.json,0,texa high school graduat rate went <num> th countri <num> second highest countri <num>,"education,states",rick-perry,Governor,Texas,republican,30,30,42,23,18,a speech at the National Press Club
878,9489.json,0,say secret john doe crimin investig campaign resolv two judg said .,"campaign-finance,legal-issues",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a TV interview
879,1444.json,1,obama came offic `` $ <num> trillion deficit pass law . ... came $ <num> trillion worth debt next decad . '',"economy,federal-budget",barack-obama,President,Illinois,democrat,70,71,160,163,9,a Republican retreat in Baltimore
880,2484.json,0,"say daniel webster want make divorc illeg , even abus wive .","marriage,message-machine,religion,women",alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,a TV ad.
881,5836.json,0,"say amanda fritz public claim endors naral pro-choic oregon , websit voter guid .","city-government,message-machine-2012,women",mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat,0,0,3,0,0,a campaign press release
882,12.json,0,"ll tell tell countri : want presid n't believ god , 's probabl plenti choic .",religion,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,"Manchester, N.H."
883,11588.json,0,drink champagn could help prevent alzheim form dementia .,"Alcohol,health-care,medicare",viral-media-reports,none,Georgia,none,1,1,0,0,0, social media and in print
884,6264.json,0,"health care act , peopl health care like counti go abl keep .",health-care,eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a TV interview.
885,13324.json,1,ford move small-car product mexico .,"corporations,trade,workers",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Delaware, Ohio"
886,5230.json,1,"right georgia , near one three leav prison re-convict within three year .",criminal-justice,nathan-deal,,,republican,9,5,11,11,0,a speech
887,8519.json,0,say kay hagan support waiver friend obama special treatment congress staff .,health-care,americans-prosperity,,,none,6,7,2,1,2,a YouTube ad
888,6900.json,0,say shes never said dont build texa <num> southwest .,transportation,karen-huber,"Travis County commissioner, Precinct 3",Texas,democrat,0,0,1,0,0,an Austin American-Statesman news stor
889,10524.json,1,depart homeland secur feder depart fund entir fiscal year congress .,"congress,federal-budget,homeland-security,terrorism",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,oped commentary
890,12599.json,1,"member union , median week incom rough $ <num> nonunion member , doesnt includ benefit .","unions,workers",thomas-perez,Secretary of Labor,Maryland,democrat,1,0,1,1,0,an interview.
891,917.json,0,"everi dollar ( stimulus packag ) spent help small busi , $ <num> spent help upkeep grass lawn washington .","economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,an interview on the Fox News Channel.
892,8336.json,1,"sea level rise six feet due climat chang , waterplac park provid wickford villag would swamp","environment,science",grover-fugate,Executive director of the Rhode Island Coastal Resources Management Council,Rhode Island,state-official,0,0,0,0,0,a TV interview
893,6811.json,1,"chines tire import threaten <num> american job , presid obama stood china protect american worker . mitt romney attack obama decis .","china,message-machine-2012,trade",barack-obama,President,Illinois,democrat,70,71,160,163,9,a television ad
894,7084.json,1,say state texa rate unaccept almost <num> state <num> public school .,education,dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,a Texas Tribune interview.
895,7900.json,0,wisconsin econom develop corpor proven job creator .,jobs,john-nygren,"State Assembly, 89th District",Wisconsin,republican,0,0,1,0,0,a press conference
896,9323.json,1,say dan patrick propos arizona-styl show-me-your-pap legisl .,"crime,criminal-justice,immigration",julian-castro,"Mayor, San Antonio",Texas,democrat,0,0,3,3,0,Univision debate on immigration
897,1460.json,1,( texa ) graduat rate rank <num> rd <num> state .,education,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,in a TV ad
898,7607.json,0,say transport budget ohio turnpik plan would make sure lower toll weve histori turnpik .,transportation,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,an interview televised March 22 on “State of Ohio”
899,1061.json,0,war spend bill actual spend money intern monetari fund war .,military,lynn-westmoreland,,,republican,1,1,3,0,0,a press release on the House GOP's blog.
900,12321.json,1,north carolina one fastest grow popul well fastest grow economi countri .,"economy,income,population,states",pat-mccrory,Governor of North Carolina,North Carolina,republican,5,2,3,0,1,an official announcement
901,6473.json,1,say paul ryan budget reli $ <num> billion save medicar mitt romney republican attack democrat .,"federal-budget,health-care,medicare,retirement",stephanie-cutter,"Co-host on CNN's ""Crossfire""",Massachusetts,democrat,1,1,0,1,0,"an interview on ""Face the Nation"""
902,12546.json,0,say hillari clinton state depart block investig orlando killer mosqu .,terrorism,blog-posting,,,none,7,19,3,5,44,an article
903,2877.json,0,madison-milwauke ( high-spe ) train line dead .,"job-accomplishments,transportation",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a statement issued by a transition team leader
904,9432.json,1,"februari , john mccain suggest bergdahl-taliban swap call outrag danger .","afghanistan,foreign-policy",rachel-maddow,MSNBC host,,none,6,6,4,6,1,"a broadcast of the ""Rachel Maddow Show"""
905,7145.json,1,say <num> oregon second fastest grow economi nation .,"economy,jobs",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a speech.
906,2760.json,0,robert hurt support bill help uranium industri take contribut industri father stake .,"energy,campaign-advertising",sierra-club,,,none,2,1,0,1,0,a TV ad
907,6945.json,0,sherrod brown support presid obama $ <num> billion tax increas .,"economy,jobs,message-machine-2012,taxes",crossroads-gps,Conservative advocacy group,,republican,9,1,4,1,2,a television ad
908,4899.json,0,never favor cap trade .,"cap-and-trade,climate-change,environment",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a Republican presidential candidate forum
909,10906.json,0,"runnerup caitlyn jenner espn arthur ash courag award armi veteran noah galloway , lost arm leg roadsid bomb iraq .","pop-culture,sports",facebook-posts,Social media posting,,none,14,18,15,11,36,in posts on Facebook
910,3885.json,0,everi year state lose <num> - <num> acr land bear countri .,environment,new-jersey-sierra-club,,,none,0,0,2,0,0,a press release
911,11150.json,1,caution : kiss cuddl chicken hazard health .,"agriculture,animals,food-safety,public-health,urban",centers-disease-control,federal agency,Georgia,none,0,0,0,1,0,radio interview
912,6953.json,0,say conni mack protect chevron oil multi-billion dollar lawsuit pollut river rainforest .,"congress,oil-spill",bill-nelson,,Florida,democrat,3,1,8,10,0,a TV attack ad
913,5510.json,1,theyr pay less rate tax -- richest peopl america -- last <num> year .,"taxes,wealth",steve-rothman,,,democrat,1,2,0,1,1,a campaign video posted on YouTube
914,3455.json,1,coalit arab state libya moammar gadhafi biggest coalit fellow arab leader sinc persian gulf war <num> - <num>,"foreign-policy,military,abc-news-week",robin-wright,"Senior fellow, U.S. Institute of Peace","Washington, D.C.",none,0,0,0,0,0,"an interview on ABC's ""This Week with Christiane Amanpour"""
915,10061.json,0,"cbo say rais minimum wage way charli ( crist ) want , would lose <num> job .","economy,jobs,workers",rick-scott,Governor,Florida,republican,28,23,38,34,7,a gubernatorial debate
916,9927.json,1,"obama administr use legal justif airstrik ( islam state ) , author militari forc presid call repeal .","iraq,terrorism",julie-pace,"White House reporter, Associated Press",Washington,journalist,0,0,0,2,0,a question to White House Press Secretary Josh Earnest
917,2316.json,1,florida enjoy lowest crime rate <num> year .,crime,charlie-crist,,Florida,democrat,15,9,20,19,2,a campaign website
918,11276.json,1,never panther attack histori florida .,environment,ron-bergeron,,,state-official,0,0,0,1,0,a Florida Fish and Wildlife Conservation Commission meeting
919,1497.json,0,"judici race , special interest group demand money , exchang endors support .","elections,ethics",eve-schatelowitz-alcantar,Attorney,Texas,democrat,0,1,0,0,0,a response to League of Women Voters of Texas.
